Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,PR_PagePerSec,LogPageValues,Bounce_x_Exit,HighValueVisit,TotalPages,TotalPages_Bin,IsHolidaySeason,Month_Dec,Month_Feb,Month_Jul,Month_June,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep
1.0981031136307702,-0.06188530461850013,-0.39236280339192453,-0.24558028861887005,-0.38340178757959925,-0.4722937180114634,-0.4512318354171279,-0.2835359783392367,-0.32012244975065757,-0.31002199712741135,-0.14086214156155474,0.9566835542346499,-0.8987871451172926,-0.2663095883771416,0.3996284558425736,0,-0.16152841713669433,-0.4967889370524466,-0.31487218837822845,0,-0.299047735887892,2,1,0,0,0,0,0,0,1,0,0
-0.6971548204247369,-0.46095353291443814,-0.39236280339192453,-0.24558028861887005,-0.5396903404873546,-0.5750220997618392,-0.4512318354171279,-0.36033328431705663,-0.32012244975065757,-0.31002199712741135,-0.14086214156155474,-0.2121906525534526,-0.06767078135886422,-0.515065622139163,0.3996284558425736,0,-0.08270769887096571,-0.4967889370524466,-0.31487218837822845,0,-0.5766110577779737,1,1,0,0,0,0,0,0,1,0,0
-0.6971548204247369,-0.46095353291443814,-0.39236280339192453,-0.24558028861887005,-0.4727095320983166,-0.08166027038146452,-0.05392656908457184,0.014344427127180981,-0.32012244975065757,-0.31002199712741135,-0.14086214156155474,-0.2121906525534526,2.0101201280372067,3.4650309180531793,0.3996284558425736,0,-0.262483418797896,-0.4967889370524466,-0.22777459387968801,0,-0.5125579834956472,1,0,0,0,0,0,0,1,0,0,0
1.9957320806585235,0.7173663704133245,-0.39236280339192453,-0.24558028861887005,-0.42805565983895794,-0.5334668102377249,-0.4512318354171279,-0.225938014983304,-0.32012244975065757,-0.31002199712741135,-1.249144132058752,-0.7966277559475039,2.0101201280372067,-0.017553554615120204,0.3996284558425736,0,-0.1051695268480419,-0.4967889370524466,-0.31487218837822845,0,-0.2776967111271165,2,0,0,0,0,0,0,1,0,0,0
-0.09873550907290124,-0.21367974643839968,-0.39236280339192453,-0.24558028861887005,-0.2940940430608819,-0.5431435993794579,-0.4512318354171279,-0.8174600421278388,-0.32012244975065757,-0.31002199712741135,-1.249144132058752,-0.7966277559475039,1.1790037642787783,-0.515065622139163,0.3996284558425736,0,0.011108794792140553,-0.4967889370524466,-0.31487218837822845,0,-0.299047735887892,2,0,0,0,0,1,0,0,0,0,0
-0.6971548204247369,-0.46095353291443814,-0.39236280339192453,-0.24558028861887005,-0.6736519572654307,-0.5001299284787463,-0.4512318354171279,0.17724779301795404,-0.32012244975065757,-0.31002199712741135,6.508829801421628,6.216617484781111,2.425678309916421,3.962542985577222,-4.930934717445523,0,-0.26803207252416916,-0.4967889370524466,-0.31487218837822845,0,-0.7047172063426268,0,1,1,0,0,0,0,0,0,0,0
-0.3979451647488191,-0.46095353291443814,1.164333829000904,-0.1744955546326182,0.8222527634230855,0.0496645185525437,-0.2137123850935118,-0.1927553069069662,-0.32012244975065757,-0.31002199712741135,-0.14086214156155474,0.37224645084059865,-0.8987871451172926,-0.2663095883771416,0.3996284558425736,1,-0.15597667319121344,-0.4967889370524466,-0.2746236559637333,0,0.7898545269116594,3,1,0,0,0,0,0,0,1,0,0
-0.3979451647488191,2.849537366310154,-0.39236280339192453,-0.24558028861887005,1.0678490608495583,1.2456253776899966,-0.35681051362412686,-0.7288052028110252,1.119288619716476,-0.31002199712741135,0.9674198489356425,-0.2121906525534526,-0.4832289632380784,-0.515065622139163,0.3996284558425736,0,-0.2332136741659374,2.11209665109365,-0.3110351071947287,1,0.982013749758639,3,1,0,0,0,0,0,0,1,0,0
3.192570703362195,0.8653160065762505,-0.39236280339192453,-0.24558028861887005,1.0678490608495583,0.30527117641052726,-0.0995938380627797,-0.14818443828187744,-0.0916043732406973,-0.31002199712741135,2.0757018394328397,-0.2121906525534526,-0.06767078135886422,2.2212507492430724,0.3996284558425736,0,-0.17708858430643948,0.8012186756102238,-0.25151959092181364,1,1.2382260468879451,3,0,0,0,1,0,0,0,0,0,0
1.6965224249826059,1.0363129377395297,-0.39236280339192453,-0.24558028861887005,0.06313693501398769,-0.08969640830816239,-0.23804363200113743,-0.13119012421975976,-0.32012244975065757,-0.31002199712741135,-0.14086214156155474,-0.2121906525534526,-0.06767078135886422,-0.515065622139163,0.3996284558425736,0,-0.20388815093835222,-0.4967889370524466,-0.27559267084241046,0,0.17067480884916933,2,1,1,0,0,0,0,0,0,0,0
-0.6971548204247369,-0.46095353291443814,-0.39236280339192453,-0.24558028861887005,-0.6736519572654307,-0.6249502139505677,3.9191261379445694,3.402734257028018,-0.32012244975065757,-0.31002199712741135,0.9674198489356425,-0.2121906525534526,-0.8987871451172926,-0.7638216559011844,0.3996284558425736,1,4.7596320140835715,-0.4967889370524466,4.201760302378735,0,-0.7047172063426268,0,0,0,0,0,0,0,1,0,0,0
0.49968380227893444,0.05922607891931502,-0.39236280339192453,-0.24558028861887005,-0.2940940430608819,-0.38148631692717994,-0.4512318354171279,-0.800172337816955,-0.32012244975065757,-0.31002199712741135,0.9674198489356425,-0.2121906525534526,-0.06767078135886422,-0.7638216559011844,0.3996284558425736,0,-0.18758376097261592,-0.4967889370524466,-0.31487218837822845,0,-0.256345686366341,2,0,0,0,0,0,0,1,0,0,0
-0.6971548204247369,-0.46095353291443814,-0.39236280339192453,-0.24558028861887005,-0.11547855402344707,0.33855944532655624,-0.1275016111214856,-0.45192116599181026,-0.32012244975065757,-0.31002199712741135,-1.249144132058752,-0.7966277559475039,-0.8987871451172926,-0.2663095883771416,0.3996284558425736,0,-0.2523754956165483,-0.4967889370524466,-0.28017651954343076,0,-0.1709415873232389,2,0,0,0,0,0,0,0,0,0,1
1.397312769306688,0.6166286881505271,1.164333829000904,7.794103125226212,0.3087332324404605,2.2020962820942014,-0.03406130358276503,0.04711128398533549,0.14678815501588394,-0.31002199712741135,-0.14086214156155474,2.1255577610227525,1.1790037642787783,0.4799585129089226,0.3996284558425736,0,-0.26762773826653624,1.282681503468372,-0.2201348890352174,1,0.4268871059784755,3,0,0,0,0,0,0,1,0,0,0
2.5941513920103594,3.9036280391968186,1.164333829000904,1.2768177644903058,0.15244467953270507,-0.09865949307286641,-0.43302201781205085,-0.6321103869145612,2.5167004895024903,-0.31002199712741135,0.9674198489356425,-0.2121906525534526,-0.8987871451172926,-0.515065622139163,0.3996284558425736,0,-0.19257884138570103,2.6323976646916236,-0.3137090514358907,1,0.362834031696149,3,0,0,0,0,0,0,1,0,0,0
-0.3979451647488191,-0.2996224649152806,-0.39236280339192453,-0.24558028861887005,0.6436372743856508,0.40793798701637457,-0.37958661235051144,-0.565473814866478,-0.20898190834368205,-0.31002199712741135,-0.14086214156155474,1.541120657628701,-0.06767078135886422,-0.515065622139163,0.3996284558425736,0,-0.2120714727768157,0.37911773777633956,-0.30914864458740327,1,0.5763442793039042,3,0,0,0,0,0,0,0,0,0,0
-0.09873550907290124,-0.01993168809886481,-0.39236280339192453,-0.24558028861887005,-0.22711323467184383,-0.4576652952769926,-0.4512318354171279,-0.7420937554746416,0.7210210061234101,-0.31002199712741135,2.0757018394328397,-0.7966277559475039,-0.06767078135886422,-0.7638216559011844,0.3996284558425736,1,-0.11842003326359477,1.867786108177043,-0.31487218837822845,1,-0.23499466160556548,2,1,1,0,0,0,0,0,0,0,0
0.49968380227893444,-0.05102938228457832,-0.39236280339192453,-0.24558028861887005,1.4027531027947484,0.5872112635740554,-0.42119502061990904,-0.7754450704800747,-0.035920987794651284,-0.31002199712741135,0.9674198489356425,-0.2121906525534526,-0.8987871451172926,-0.515065622139163,0.3996284558425736,1,-0.18698161122768614,0.942742217329627,-0.3139882034431307,1,1.3663321954525982,3,1,1,0,0,0,0,0,0,0,0
-0.09873550907290124,-0.025585814314449087,-0.39236280339192453,-0.24558028861887005,0.24175242405142247,0.20236255982988127,-0.4015686825885059,-0.5558173104840384,-0.32012244975065757,-0.31002199712741135,-0.14086214156155474,-0.2121906525534526,-0.8987871451172926,-0.515065622139163,0.3996284558425736,0,-0.2212768697112007,-0.4967889370524466,-0.31078948902104964,0,0.21337685837072037,2,0,0,0,0,0,1,0,0,0,0
2.5941513920103594,1.719089065129476,-0.39236280339192453,-0.24558028861887005,0.48734872147789526,0.021692641560385015,-0.22517882775285125,-0.5889597214828192,-0.32012244975065757,-0.31002199712741135,-0.14086214156155474,-0.2121906525534526,1.5945619461579925,-0.2663095883771416,0.3996284558425736,0,-0.18035189135551913,-0.4967889370524466,-0.29808921928445686,0,0.6403973535862307,3,0,0,0,0,0,0,0,0,1,0
-0.3979451647488191,-0.30546506198587065,-0.39236280339192453,-0.24558028861887005,-0.2717671069312025,-0.1500111724258891,-0.4512318354171279,-0.6931215600467093,5.301039230033552,-0.31002199712741135,-0.14086214156155474,-0.2121906525534526,1.1790037642787783,-0.515065622139163,-2.265653130801475,0,-0.2341111280091987,3.1638533214280895,-0.31487218837822845,1,-0.299047735887892,2,1,1,0,0,0,0,0,0,0,0
-0.3979451647488191,-0.46095353291443814,-0.39236280339192453,-0.24558028861887005,-0.09315161789376773,-0.5118141366445622,-0.4512318354171279,-0.08227411676603053,-0.32012244975065757,-0.31002199712741135,-0.14086214156155474,-0.2121906525534526,-0.8987871451172926,-0.7638216559011844,0.3996284558425736,1,0.03133291031093459,-0.4967889370524466,-0.31487218837822845,0,-0.1282395378016879,2,1,0,0,0,0,0,0,1,0,0
-0.6971548204247369,-0.46095353291443814,0.3859855128044898,0.33020605666976977,1.112502933108917,1.0293795352699036,-0.4512318354171279,-0.7318324078704709,-0.06576591106696185,-0.31002199712741135,0.9674198489356425,0.37224645084059865,-0.4832289632380784,1.4749826479570083,0.3996284558425736,0,-0.22438432169684486,0.8700593830084229,-0.31487218837822845,1,1.02471579928019,3,0,0,0,0,0,1,0,0,0,0
-0.6971548204247369,-0.46095353291443814,-0.39236280339192453,-0.24558028861887005,-0.42805565983895794,-0.40816611676001324,-0.4512318354171279,-0.29141263778759235,-0.32012244975065757,3.735490572136931,-1.249144132058752,-0.7966277559475039,-0.8987871451172926,-0.515065622139163,0.3996284558425736,0,-0.21103574143341552,-0.4967889370524466,-0.31487218837822845,0,-0.46985593397409614,1,0,0,0,0,0,0,1,0,0,0
-0.6971548204247369,-0.46095353291443814,-0.39236280339192453,-0.24558028861887005,-0.5396903404873546,-0.5300481927799818,-0.4512318354171279,-0.6112044609078093,-0.32012244975065757,-0.31002199712741135,-1.249144132058752,-0.2121906525534526,2.425678309916421,-0.515065622139163,0.3996284558425736,0,-0.1798309957922501,-0.4967889370524466,-0.31487218837822845,0,-0.5766110577779737,1,1,0,0,0,0,0,0,1,0,0
-0.6971548204247369,-0.46095353291443814,-0.39236280339192453,-0.24558028861887005,-0.5843442127467133,-0.60950852914993,3.5549296328804973,3.163809336157262,-0.32012244975065757,3.735490572136931,0.9674198489356425,-0.2121906525534526,1.1790037642787783,-0.7638216559011844,0.3996284558425736,0,0.19978981355260028,-0.4967889370524466,3.5953605650140235,0,-0.6193131072995248,1,0,0,0,0,0,0,1,0,0,0
3.192570703362195,1.4161221350341437,3.499378777590147,0.6643043064051535,3.791735268670439,3.6048766226068825,-0.4096093764468461,-0.6039920151353657,-0.1211028013746312,-0.31002199712741135,-0.14086214156155474,-0.2121906525534526,-0.06767078135886422,1.4749826479570083,0.3996284558425736,1,-0.226724557168051,0.7144887443373916,-0.31193234548005194,1,3.9498061915064357,3,1,0,0,0,0,0,0,1,0,0
-0.3979451647488191,-0.43833702805210106,-0.39236280339192453,-0.24558028861887005,-0.5843442127467133,-0.5724484856283996,-0.4512318354171279,0.33084238347035083,-0.32012244975065757,-0.31002199712741135,-0.14086214156155474,-0.2121906525534526,-0.8987871451172926,-0.2663095883771416,-2.265653130801475,0,-0.1417240267090813,-0.4967889370524466,-0.31487218837822845,0,-0.5979620825387493,1,0,0,0,0,0,0,1,0,0,0
-0.3979451647488191,-0.4439911542676853,-0.39236280339192453,-0.24558028861887005,-0.6066711488763927,-0.5472270671206912,-0.4512318354171279,-0.5395269695943126,-0.32012244975065757,-0.31002199712741135,-1.249144132058752,-0.7966277559475039,-0.8987871451172926,-0.515065622139163,0.3996284558425736,0,-0.2057318671102222,-0.4967889370524466,-0.31487218837822845,0,-0.6193131072995248,1,0,0,0,0,0,0,1,0,0,0
